visit_id,customer_id,unit_id,visited_at,purpose
V3534548,C100616,58A,20/02/2024 19:36,payment
V0634552,C101656,u1384,03-Mar-2021 02:26AM,inquiry
V8725358,C100998,#422,2018/01/16 01:57,inquiry
V2979936,C101717,76A,2020/08/31 08:27,inspection
V7231087,C101402,u1232,2022-03-10 13:17:00,inquiry
V8527748,C101921,#387,15/10/2020 00:45,payment
V4036277,C100349,u1367,28-Nov-2020 10:04PM,inquiry
V0426281,C100610,#443,2024-04-10 09:25:00,delivery
V0507017,C101564,#57,24-Sep-2019 06:32PM,payment
V6206466,C101199,Unit 166,11-Apr-2023 08:57PM,access
V2572809,C101914,39A,2021/07/11 20:51,inspection
V4841836,C100472,326A,2018-12-03 02:16:00,delivery
V0102136,C101151,#471,20200625T222200,pickup
V1089360,C100813,u1078,20250326T174600,move-out
V8812676,C101506,#422,17/09/2024 10:19,inspection
V7286627,C100222,#48,2020/08/26 07:48,move-out
V3891997,C101064,u1355,2024/12/15 19:19,payment
V7722598,C100292,U1149,05/07/2018 01:42,move-out
V0653516,C102156,219A,01/02/2026 23:34,inspection
V3049662,C102193,u1495,20191228T172100,access
V1725743,C100953,u1445,2024-07-19 04:25:00,pickup
V9509575,C100195,U1364,2021/03/10  09:55,move-out
V5795307,C100961,#268,29/11/2018 09:04,inquiry
V9804859,C101610,u1217,14/12/2024 14:01,move-out
V0391067,C100453,#494,20200316T160200,pickup
V2657992,C100194,u1113,07/02/2022 07:27,inspection
V5388431,C101557,U1203,28/12/2022 22:44,pickup
V3589426,C100264,#413,12/05/2023 04:35,move-out
V7761116,C101396,263A,2020-11-11 23:06:00,pickup
V2162635,C100973,Unit 163,2020/04/17 11:30,access
V1086396,C100018,289A,20250426T222700,inspection
V1792353,C101000,#21,2020-10-28 18:06:00,pickup
V0297588,C101781,244A,2019-03-07 05:21:00,delivery
V0523088,C100267,172A,20180429T130100,delivery
V3787168,C100563,Unit 179,18/12/2023 22:02,inspection
V9994490,C100401,u1034,2023-04-23 01:05:00,delivery
V4103284,C102127,288A,20240327T012000,delivery
V7084523,C102023,u1154,2024-06-07 11:39:00,inspection
V6109779,C100417,u1015,20250706T013700,pickup
V9984001,C100732,U1165,20231202T000000,pickup
V9248723,C101521,U1474,2023-02-12 19:07:00,delivery
V0046803,C100248,u1441,14/01/2019 17:52,move-out
V2357388,C100894,#488,2024-05-01 09:37:00,move-out
V0649303,C101432,U1324,2026-02-26 07:24:00,inquiry
V3957754,C100654,#152,23-Jun-2018 08:35PM,inspection
V3617977,C100786,Unit 111,2024/03/08 16:50,inspection
V1666572,C100764,Unit 260,2018/01/07 22:52,inspection
V0388277,C101624,39A,2020-06-27 20:17:00,inquiry
V2684616,C102028,U1017,2022/04/01 18:15,inspection
V1743235,C100489,Unit 163,08-Jun-2019 06:49PM,access
V7584569,C101457,u1102,20221019T100600,delivery
V3307319,C101366,Unit 191,14/02/2024 18:41,move-out
V0195625,C100113,U1453,2019-02-22 09:57:00,access
V3561236,C101852,442A,20200204T075300,payment
V1624826,C101648,u1262,2022-03-18 20:23:00,move-out
V4223526,C100053,u1366,2020-12-31 01:46:00,access
V2226885,C100310,u1374,2022-07-30 10:22:00,inquiry
V9996703,C100997,#328,20231002T002400,inspection
V8218118,C101172,#471,19/07/2025 06:13,delivery
V7224058,C101351,U1063,20221008T233000,inquiry
V5797223,C101953,147A,20180121T151700,inspection
V8688623,C100659,u1113,27/10/2024 08:00,payment
V7272489,C100453,98A,2025-11-05 17:08:00,pickup
V6441743,C101844,#351,16/06/2021 04:19,inspection
V0977152,C101934,229A,20221231T064100,pickup
V9594531,C100391,58A,2021/04/18 11:03,pickup
V4262835,C100166,484A,03-Jul-2019 10:39PM,inspection
V1801235,C102028,103A,2018-02-22 17:15:00,pickup
V8583604,C100885,404A,28/12/2024 19:48,access
V2945833,C101599,u1210,2020/09/26 06:59,delivery
V4942639,C102085,U1052,25/09/2024 12:09,inquiry
V1603977,C101755,#221,20-Apr-2023 04:05PM,inquiry
V5632495,C100330,#11,2020/06/01 22:57,payment
V6612531,C101907,U1327,02-Jul-2025 09:09PM,inquiry
V3412547,C100564,#385,2021-07-13 23:26:00,delivery
V1556359,C100418,u1217,2020/04/14 19:47,access
V8513603,C100974,u1461,03-Mar-2025 05:13PM,inspection
V1824369,C100199,215A,05/09/2023 12:59,pickup
V0851132,C101118,#29,2023/03/14 03:00,inquiry
V8860467,C101707,#21,11/07/2020 15:36,delivery
V6978786,C100606,#223,29/09/2025 05:35,delivery
V4306072,C100604,U1099,04-May-2018 01:16AM,move-out
V5098891,C100832,#141,2021-03-01 13:42:00,payment
V9566741,C102067,U1173,2021/09/29 20:27,payment
V2416436,C101432,U1183,2021/07/13 22:13,access
V9899888,C100732,u1231,26/06/2021 00:38,pickup
V4606060,C101454,u1107,06/07/2025 04:05,pickup
V2475836,C100449,U1418,22-Aug-2022 06:53AM,inspection
V7316840,C102139,U1448,2021/11/03 14:18,delivery
V5040278,C102185,360A,12-Oct-2019 12:35AM,delivery
V2277237,C100995,176A,20180905T114100,payment
V8986117,C100399,Unit 55,10-Mar-2020 06:21PM,move-out
V3916050,C100690,#187,20250412T174600,pickup
V3405957,C100324,U1398,20221218T002700,inspection
V0713269,C101062,#488,2025/08/01 15:30,delivery
V7558368,C101718,358A,2025-05-10 07:10:00,inspection
V2688803,C101447,245A,2023-03-23 08:46:00,inspection
V1380862,C101023,Unit 51,01-Jun-2018 10:11PM,inspection
V2374827,C100413,u1209,23-May-2021 04:56PM,inspection
V1970054,C101971,337A,2021-08-04 02:22:00,inquiry
V0963545,C100377,459A,2021-12-07 23:16:00,inquiry
V0499312,C100999,39A,2021/03/02 22:27,inspection
V8731361,C100405,U1097,28-Dec-2024 03:34PM,payment
V0260241,C100584,U1064,09-Mar-2020 10:55AM,inquiry
V2207981,C102118,#228,13/02/2019 09:02,payment
V3596448,C100664,Unit 212,26/08/2021 03:28,delivery
V0885781,C100373,u1195,20220118T062700,inquiry
V3692513,C101892,u1130,20220707T130700,inspection
V9282609,C100793,Unit 496,2022-09-22 17:49:00,access
V7647754,C100306,288A,19-Apr-2019 07:45AM,pickup
V4073737,C101241,U1336,2020/02/15 22:55,payment
V5976050,C100526,u1354,2024/11/01 22:20,access
V0784655,C101968,Unit 242,2021/08/25 02:12,move-out
V0666171,C100880,452A,2019-08-06 10:03:00,delivery
V1577251,C102166,U1238,22-Apr-2022 03:51PM,inquiry
V5805221,C102069,u1144,2021/07/22 18:21,pickup
V8869725,C100612,#471,2024/07/28 09:40,inquiry
V7874499,C100091,U1165,2024/01/04 11:21,move-out
V9461816,C100493,440A,25/10/2025 23:40,access
V8358000,C101911,#7,2019-09-02 18:06:00,inquiry
V9778556,C101487,147A,31/07/2023 15:47,access
V8494632,C100675,Unit 286,13-Jul-2022 07:44AM,inspection
V5121487,C101188,#200,2018-12-16 04:14:00,access
V3747791,C100790,Unit 83,20201124T195400,inquiry
V0346911,C100837,Unit 286,20201121T115300,move-out
V1286861,C101370,Unit 110,2024-12-05 17:11:00,pickup
V2562537,C100047,#416,2020-07-31 05:32:00,inquiry
V5866250,C100720,Unit 318,2019/01/06 13:11,move-out
V5983626,C100551,U1470,21-Sep-2019 07:40PM,payment
V6037368,C101803,#216,2018/10/21 13:01,pickup
V5689927,C100182,U1397,2020/05/30 17:31,access
V3271621,C100468,#141,2022-06-21 13:57:00,inspection
V3878794,C101132,98A,2020/09/05 03:00,move-out
V4609978,C101852,343A,2023/10/09 00:15,pickup
V5035522,C101455,u1389,2021/03/01 00:05,payment
V0867194,C101670,u1467,2024/07/16 10:38,pickup
V2860592,C100869,Unit 68,2019/07/04 15:00,delivery
V9709126,C100533,u1408,19-Jul-2020 08:34AM,payment
V9403585,C100066,U1117,14/04/2020 23:22,inspection
V1171323,C101567,U1339,2021/09/22 23:47,payment
V4929248,C100814,Unit 51,2021/01/26 02:49,delivery
V8512439,C100286,U1115,2022/11/10 04:00,move-out
V4692933,C100274,219A,06/08/2025 15:14,delivery
V6820293,C100420,Unit 490 - ,27/04/2025 23:17,payment
V6378682,C100150,Unit 163,29/12/2019 23:31,payment
V6017181,C100926,412A,2020-03-06 02:17:00,pickup
V3831021,C100629,28A,20241223T034100,delivery
V7538842,C100667,452A,2023/02/22 17:54,move-out
V6991792,C100053,U1330,2024-12-09 08:30:00,inspection
V3700591,C101755,Unit 30,22-Jun-2024 06:47PM,inquiry
V4992313,C100125,#481,26-Jan-2021 05:55PM,inquiry
V6404714,C100703,#221,20191127T013300,payment
V9798748,C101393,#483,2022-10-14 19:19:00,access
V1990270,C100978,U1188,16/10/2023 00:09,inspection
V0037449,C100023,U1457,22-May-2019 04:00AM,payment
V0244543,C101956,#287,20230209T233500,pickup
V9078207,C100196,U1064,20180705T225200,access
V0240537,C101708,U1352,02/03/2023 03:27,access
V4117178,C100374,Unit 155,2019/04/27 13:25,inspection
V1202791,C100066,447A,03-Jun-2021 06:14AM,pickup
V9761308,C101713,#190,12/02/2025 05:10,move-out
V2967038,C101441,#375,20180202T064000,pickup
V2332655,C101243,U1211,2020/08/04 09:05,payment
V4059611,C100152,193A,17/10/2024 18:59,access
V1367944,C102139,u1014,2024-05-27 10:17:00,inquiry
V0033299,C100156,Unit 317,02-Jun-2020 09:51AM,move-out
V5817023,C100299,U1468,2020-11-27 07:02:00,inspection
V1838785,C100558,u1466,05/03/2018 20:58,move-out
V4092142,C100991,Unit 432,2024/12/31 02:19,move-out
V6846337,C101824,U1173,2022-01-21 07:09:00,delivery
V6620251,C101813,u1024,20180204T221500,inquiry
V9402886,C100625,U1306,20220717T080500,pickup
V6597271,C101597,u1462,2025/11/29 00:49,payment
V3400954,C100710,176A,01/04/2025 02:40,inquiry
V0741320,C101491,#485,22/04/2018 20:12,pickup
V2821115,C100150,U1002,20181015T185200,inquiry
V6513915,C101883,u1380,2023/08/20 00:51,move-out
V2649475,C102186,Unit 222,2020/07/19 17:53,inquiry
V4483369,C101888,u1492,2024/07/08 16:46,move-out
V0477257,C100151,u1041,10-Feb-2020 02:18PM,delivery
V7434534,C100945,u1303,22/07/2025 06:42,inspection
V4138478,C101269,#129,03/03/2025 08:41,delivery
V5349827,C100164,u1182,2018/09/12 07:03,pickup
V2344593,C100672,u1409,29/12/2018 21:25,inspection
V0955999,C101002,289A,2025-12-05 21:43:00,pickup
V2548026,C101466,#223,20180901T033800,access
V8227714,C100394,U1001,11/02/2026 17:34,pickup
V2734573,C100101,Unit 450,18/12/2024 21:46,access
V5672055,C100693,U1095,2025-12-19 21:58:00,access
V7528678,C102114,u1089,21/11/2021 12:33,inquiry
V3858288,C101133,#22,20231019T064800,payment
V4669537,C100240,#96,28-Oct-2020 09:34AM,inspection
V2628303,C100276,#417,11/03/2023 14:27,payment
V1642757,C100598,U1497,20240415T054000,payment
V8312160,C100824,U1236,22-Apr-2022 01:52AM,move-out
V6212769,C102105,U1165,20231013T021500,move-out
V0179180,C101474,Unit 197,30/08/2022 01:49,inspection
V5805541,C101048,#141,20230622T195600,pickup
V4566746,C100395,U1033,06-Jul-2019 09:22PM,move-out
V2754184,C101240,U1101,2019/04/12 13:17,inquiry
V3070541,C101521,252A,23/11/2022 15:28,inquiry
V6947252,C101274,#221,20240201T091800,pickup
V0705676,C100599,U1350,20180615T094300,payment
V7356319,C101743,U1453,2023-04-03 23:58:00,inspection
V1164467,C102054,459A,23/03/2024 16:03,inquiry
V5534578,C100990,337A,2018-01-18 05:04:00,move-out
V3793110,C101341,464A,2026-01-05 00:07:00,payment
V9419939,C102040,u1231,16/06/2019 21:14,access
V7198696,C101164,213A,07-Nov-2019 02:57PM,access
V9542767,C100243,U1350,12-Jan-2025 09:21PM,inquiry
V6358495,C102124,u1370,09/08/2019 08:01,delivery
V7742606,C100206,#241,2025-06-21 20:09:00,delivery
V3201237,C100284,U1009,19/05/2024 23:06,delivery
V5820289,C100047,#223,20200414T002200,delivery
V0763704,C102057,U1233,07/01/2024 01:24,access
V7920471,C101674,u1130,08-Jul-2025 03:03PM,move-out
V9966248,C101304,U1183,25-Jun-2021 01:17AM,access
V4725635,C101790,u1015,17-Sep-2024 02:31PM,delivery
V9210018,C100740,Unit 261,2024/01/13 00:16,inquiry
V8888539,C101503,411A,2022/11/17 08:38,inquiry
V0674573,C100843,u1015,20181217T000500,pickup
V7284958,C101615,u1209,20180813T202200,payment
V4035460,C101659,U1236,19-Aug-2025 08:37AM,pickup
V9641231,C101561,U1349,02/12/2025 04:14,move-out
V6140814,C102140,u1195,20200711T153300,pickup
V6865798,C101273,Unit 143,20190217T232300,delivery
V1816897,C101911,U1340,04/09/2021 23:08,inspection
V1903513,C101357,399A,12/03/2018 21:22,delivery
V8389209,C100633,u1234,05/08/2019 16:07,delivery
V5836559,C100365,#66,20230911T012200,move-out
V9253821,C101029,U1478,2021-12-09 20:37:00,move-out
V3950667,C102069,U1476 - ,25-Jul-2020 02:49PM,inspection
V6568875,C101766,#485,2022-01-26 04:07:00,access
V1324439,C100530,U1009,2020-08-12 06:07:00,payment
V8742020,C101613,16A,2025/10/23 20:56,delivery
V3115105,C100283,Unit 345,2025/04/30 04:10,inspection
V5472025,C101315,#356,2026/03/06 17:32,access
V7912204,C101430,u1278,20181229T080400,inquiry
V0616660,C101194,459A,20180612T170200,delivery
V7130846,C100816,382A,08-Mar-2026 04:50AM,delivery
V7792164,C101056,Unit 271,2018/04/10 21:57,delivery
V9001137,C101825,u1124,05/01/2023 14:47,access
V2263435,C101868,147A,20-Jun-2024 09:02AM,pickup
V1843761,C101306,u1355,2023-11-21 02:39:00,pickup
V0307208,C101172,Unit 20,28-Dec-2025 04:02AM,pickup
V0060981,C100891,U1188,2023/04/12 17:47,move-out
V2979560,C101700,U1397,20190901T234500,inquiry
V4683008,C101645,#359,14/09/2018 03:31,payment
V1826712,C102059,459A,2019-06-30 20:47:00,delivery
V2210991,C101873,133A,20230520T024500,inspection
V9573535,C101765,#481,2021/08/01 01:40,access
V4740079,C101685,434A,20211125T181000,payment
V7028195,C100573,#363,09-Mar-2025 02:20PM,delivery
V6270779,C100062,#128,15/01/2018 08:14,access
V4242225,C102054,Unit 313,2024/04/09 14:27,move-out
V5839829,C100850,#494,05/03/2021 13:20,access
V7659434,C100291,U1025,20181010T010100,delivery
V3469001,C100600,U1104,25-Mar-2024 11:54AM,access
V5733647,C101563,u1181,20181229T122800,move-out
V9626686,C100123,Unit 8,20220930T180400,inspection
V4471921,C100310,18A,20181030T052500,delivery
V6130743,C101298,U1003,15-May-2024 05:53AM,payment
V5073847,C100848,#416,2019-03-24 03:34:00,pickup
V7664111,C100528,224A,19-Apr-2023 02:43AM,inspection
V4494567,C100164,Unit 110,16/06/2021 06:43,delivery
V6832783,C100738,#272,19/03/2018 02:43,payment
V7999520,C101881,399A,14-May-2019 10:53AM,access
V3729393,C100363,U1361,2023/12/24 15:51,delivery
V1138540,C101899,386A,2019-06-24 11:39:00,delivery
V4580934,C100703,U1418,2023-08-28 22:37:00,access
V9832171,C101899,Unit 395,14-Jan-2020 02:40PM,pickup
V0319728,C100419,u1461,07/01/2021 23:49,delivery
V1904441,C101629,u1421,23-Mar-2024 10:09PM,payment
V3382557,C100994,U1364,21-May-2020 08:50AM,pickup
V6719362,C101473,u1061,04-Dec-2018 04:52AM,payment
V9459099,C100343,u1407,20210719T021100,inspection
V6946219,C101631,#22,2018/09/24 20:22,payment
V2662649,C101040,U1075,2022/07/31 01:36,access
V9148381,C101839,u1400,17-Feb-2018 05:21AM,move-out
V1858463,C102152,u1374,2023/04/02 22:08,inquiry
V7406042,C100663,#53,2023-03-26 09:11:00,payment
V5901328,C100937,#379,18/09/2024 08:22,inspection
V9549235,C100704,u1209,2023/05/06 11:19,inspection
V5162508,C100958,U1023,2022/04/05 08:52,inquiry
V6723664,C100261,u1168,2018-03-26 00:11:00,inquiry
V5230931,C101386,u1205,2022/01/26 07:48,move-out
V3035881,C101252,Unit 73,2021-01-15 01:53:00,payment
V6977326,C101819,172A,26/10/2022 23:00,move-out
V1474042,C100808,18A,07/06/2019 12:52,move-out
V7270916,C101894,U1236,04-Mar-2024 12:42AM,payment
V1961126,C100772,U1457,2024-03-05 20:18:00,payment
V0784869,C102002,u1262,20200129T233700,inquiry
V3569139,C100096,452A,11-Jul-2018 10:45AM,payment
V2505279,C100731,172A,2021-12-28 05:14:00,inspection
V1923669,C101988,Unit 20,20200131T200900,move-out
V1293726,C100837,Unit 163,2019/03/18 21:12,inspection
V7909774,C101866,U1402,20220102T231300,inspection
V0606920,C101341,U1201,20220917T053400,pickup
V1068461,C101191,#379,2022/05/11 14:48,access
V2285853,C101918,Unit 163,24/11/2020 14:38,access
V1937960,C101543,U1009,07-Jul-2018 06:38AM,inquiry
V2205001,C100977,#430,2024/09/27 10:18,pickup
V9215586,C102055,#483,2019/09/01 14:00,inspection
V6163881,C100178,u1154,20-May-2019 04:42AM,payment
V8938583,C101488,u1198,2021-02-03 19:46:00,payment
V7502124,C101615,Unit 30,2022/02/04 09:59,inquiry
V2850087,C101602,332A,25-May-2020 05:31PM,delivery
V7167244,C100670,#175,09-Nov-2023 03:10AM,move-out
V6296587,C101145,82A,2019-02-12 00:36:00,inspection
V9899156,C101462,Unit 73,20240924T003600,move-out
V5189457,C102034,#227,2022-06-11 04:21:00,inquiry
V5206600,C101702,343A,27-Jun-2025 04:24AM,pickup
V9516319,C102141,Unit 30,2020-06-14 22:07:00,pickup
V5465098,C100536,U1499,19-Sep-2020 02:10AM,delivery
V0351305,C101277,Unit 59,20211009T025100,move-out
V7661797,C100896,u1056,2020/01/24 03:20,delivery
V7442153,C100422,257A,20201016T031600,inspection
V2359862,C100652,Unit 381,10/01/2024 08:45,delivery
V8507784,C100494,u1247,25-Dec-2019 07:12AM,pickup
V7451938,C101132,147A,19-Sep-2025 03:05PM,delivery
V4180762,C100440,U1063,03/02/2021 03:45,access
V2848330,C100160,Unit 197,29/12/2024 05:20,inquiry
V4550758,C100931,u1389,2024-11-23 02:50:00,access
V8509831,C101894,u1234,21-Jul-2021 10:36PM,pickup
V9528596,C101566,252A,14/05/2023 12:32,inspection
V8875163,C101912,u1124,2024/02/17 06:16,payment
V7311082,C101549,98A,18-Feb-2021 03:52PM,access
V5720494,C100846,Unit 55,2018/03/15 16:45,inspection
V6296986,C101375,411A,2019-07-11 07:28:00,payment
V7695526,C101136,U1203,2022-05-07 09:59:00,move-out
V9490142,C102168,#256,28/10/2018 05:18,pickup
V7047410,C101875,304A,2019-08-20 23:49:00,payment
V9106076,C101475,406A,01/11/2020 09:02,pickup
V3622782,C101151,Unit 88,2021-11-19 20:30:00,payment
V6614569,C101063,135A,2018-12-29 05:16:00,delivery
V2505685,C100290,404A,08-May-2023 11:30PM,inquiry
V3974455,C100045,u1495,03-Apr-2018 11:41PM,inspection
V4954312,C101203,332A,20/07/2021 14:33,inspection
V0427934,C101233,u1372,20221118T061100,move-out
V6151063,C101537,Unit 450,20221211T124400,pickup
V4144675,C100550,#285,15/11/2025 22:14,payment
V7352479,C101605,U1040,14-Jan-2022 03:55AM,access
V4520950,C100737,u1303,23-Mar-2019 04:09AM,delivery
V9881282,C100658,207A,14/05/2021 18:33,payment
V5910833,C101431,369A,20230613T105800,pickup
V9868259,C100855,U1340,29/01/2018 03:57,pickup
V5814260,C100467,u1320,2020/03/31 02:14,delivery
V5424885,C101566,U1324,11-Oct-2025 02:48AM,access
V4053426,C101835,u1124,15-Nov-2021 02:28PM,access
V3712729,C101289,#29,2022/01/11 11:10,inspection
V1299705,C101209,484A,23-Aug-2021 08:19PM,delivery
V5140289,C101015,u1102,2018/06/08 07:41,inquiry
V8056570,C100009,#249,20211011T080100,delivery
V8620136,C101980,U1235,20241117T012100,delivery
V0694731,C102133,#465,27-Mar-2019 06:40AM,inspection
V1318526,C102157,343A,2024/12/15 22:46,move-out
V0406635,C100759,u1400,2023/05/31 05:14,delivery
V1544419,C102110,#351,04-Sep-2018 04:36AM,move-out
V4260751,C100975,344A,20201129T180200,delivery
V9269700,C100925,u1308,2018/08/30 03:44,inquiry
V6577008,C100297,u1421,2022-01-09 22:13:00,inspection
V2227052,C100805,#254,05-Jan-2022 06:28AM,move-out
V5308407,C100017,411A,06/09/2020 01:52,access
V8451493,C101816,u1217,24-Oct-2022 07:46AM,delivery
V6309748,C101629,452A,16-Jan-2026 08:14AM,payment
V7231047,C101461,u1380,09-Mar-2020 06:50PM,move-out
V6839819,C100351,Unit 132,02/01/2019 11:04,delivery
V4628743,C100673,#481,28/08/2025 05:16,payment
V7830925,C101084,#93,16/03/2019 11:28,payment
V3938707,C101092,#177,2021/06/09 18:20,payment
V2099642,C102012,#170 (old),05-Jan-2022 11:46AM,access
V9855559,C100692,U1064,20240125T090000,inspection
V5613693,C101929,Unit 171,2019/10/09 19:09,payment
V7501841,C101807,291A,20230924T085400,move-out
V3475166,C101574,#141,10/10/2020 17:33,delivery
V0061497,C101461,U1439,20240130T023900,inspection
V4997766,C102183,U1002,2021-07-17 11:07:00,access
V6521240,C101904,229A,2024-07-07 18:39:00,access
V8090463,C101042,434A,2020-08-25 09:08:00,pickup
V6339665,C100206,Unit 313,2026/02/02 03:58,pickup
V0624579,C101821,u1225,26-Dec-2021 05:06AM,inquiry
V2722727,C100137,360A,15/03/2025 06:38,access
V5549663,C101083,35A,20240102T184100,inquiry
V8586408,C101585,18A,20200502T094000,payment
V6702098,C100431,Unit 5,20230417T092400,access
V6081523,C100274,u1400,10/02/2023 18:58,inquiry
V4698595,C101167,135A,2025-09-30 15:33:00,payment
V2807190,C101103,#359,2022/05/10 19:14,move-out
V0300170,C100669,#177,15-Jan-2018 06:28PM,move-out
V5917478,C101826,U1327,20210122T131500,inspection
V7228836,C101556,#477,2023-12-14 19:38:00,payment
V8352277,C101702,U1184 ,02/09/2019 09:31,inspection
V1310788,C101474,U1117,20190209T105100,inspection
V2048952,C100695,176A,2024-11-20 08:24:00,access
V3006810,C101973,#66,2023/11/28 08:29,inquiry
V0676158,C102072,#311,04-Oct-2024 11:11AM,pickup
V9292863,C100707,U1330,01-Dec-2024 10:03PM,pickup
V4711918,C100560,u1409,07-May-2025 02:59PM,payment
V8114583,C101916,#79,23/12/2025 23:59,payment
V3149251,C101052,Unit 30,01/03/2023 12:00,access
V2149520,C102054,u1365,2025/04/13 17:04,access
V7630061,C100765,Unit 444,2022-02-20 04:25:00,delivery
V9977573,C100393,u1366,05/02/2019 03:55,move-out
V3484392,C102068,u1044,2020/05/12 07:44,move-out
V9701102,C100394,U1117,2022-11-15 13:56:00,pickup
V4211646,C101818,u1113,2025-11-20 08:13:00,move-out
V7384669,C100779,298A,20221023T033800,pickup
V6618988,C101173,323A,20/12/2019 08:06,inquiry
V4604724,C101102,U1001,20220503T041200,access
V0781140,C100770,378A,20230808T111900,payment
V2783263,C100717,#199,20190416T112000,access
V5205352,C101939,172A,20181201T142200,delivery
V9351805,C100905,442A,20-Oct-2023 03:30AM,inspection
V2109075,C101359,#296,20180128T133000,pickup
V9053335,C100343,u1014,26-Jun-2023 07:14AM,access
